index,hash,key,description,english value,translated value
1527,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Link account ${ACCOUNT} to this account?\nAll existing data on ${ACCOUNT} will be lost.\nThis can not be undone.  Are you sure?']",,"Link account ${ACCOUNT} to this account?
All existing data on ${ACCOUNT} will be lost.
This can not be undone.  Are you sure?","Linkitetäänkö tili ${ACCOUNT} tähän tiliin?
Kaikki ${ACCOUNT}:n nykyiset tiedot menetetään.
Tätä ei voi kumota.  Oletko varma?"
1528,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""LINKING DENIED. ${ACCOUNT} contains\nsignificant data that would ALL BE LOST.\nYou can link in the opposite order if you'd like\n(and lose THIS account's data instead)""]",An error printed when a user tries to do an account linking that would result in them losing the more valuable of the two accounts.  This is generally an accident.,"LINKING DENIED. ${ACCOUNT} contains
significant data that would ALL BE LOST.
You can link in the opposite order if you'd like
(and lose THIS account's data instead)","LINKITTÄMINEN KIELLETTY. ${ACCOUNT} sisältää
merkittävää dataa, joka KAIKKI ON MENETETTY.
Voit halutessasi linkittää päinvastaisessa järjestyksessä
(ja menettää sen sijaan TÄMÄN tilin tiedot)"
1529,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Longer streaks lead to better rewards.']","Tells the user that signing in multiple days in a row leads to better rewards.
Context Image: http://files.froemling.net/translateGuideImages/dailyReward.png",Longer streaks lead to better rewards.,Pidemmät sarjat johtavat parempiin palkintoihin.
1530,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Max number of playlists reached.']",,Max number of playlists reached.,Soittolistojen enimmäismäärä saavutettu.
1531,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Max number of profiles reached.']",,Max number of profiles reached.,Profiilien enimmäismäärä saavutettu.
1532,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Maximum friend code rewards reached.']",Shown if too many friend codes generated from one account get used (the user gets no more ticket rewards beyond that point),Maximum friend code rewards reached.,Ystäväkoodipalkkioiden enimmäismäärä saavutettu.
1533,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Message is too long.']",,Message is too long.,Viesti on liian pitkä.
1534,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'New tournament result!']",Message shown when a new tournament result inbox message arrives.,New tournament result!,Uusi turnaustulos!
1535,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'No servers are available. Please try again soon.']",,No servers are available. Please try again soon.,Palvelimia ei ole saatavilla. Yritä pian uudelleen.
1536,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'No slots available. Free a slot and try again.']","Error message shown when all chest slots are full, preventing another chest from being added.
Context Image: http://files.froemling.net/translateGuideImages/noslots.png",No slots available. Free a slot and try again.,Ei paikkoja saatavilla. Vapauta paikka ja yritä uudelleen.
1537,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Profile ""${NAME}"" upgraded successfully.']",printed when a local player profile is successfully upgraded to a global one,"Profile ""${NAME}"" upgraded successfully.","Profiili ""${NAME}"" päivitetty onnistuneesti."
1538,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Profile could not be upgraded.']",printed if there is a problem upgrading a local profile to a global one,Profile could not be upgraded.,Profiilia ei voitu päivittää.
1539,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Purchase successful!']",,Purchase successful!,Osto onnistui!
1540,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Received ${COUNT} tickets for signing in.\nCome back tomorrow to receive ${TOMORROW_COUNT}.']",,"Received ${COUNT} tickets for signing in.
Come back tomorrow to receive ${TOMORROW_COUNT}.","Vastaanotettu ${COUNT} lippua sisäänkirjautumiseen.
Tule takaisin huomenna vastaanottamaan ${TOMORROW_COUNT}."
1541,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Server functionality is no longer supported in this version of the game;\nPlease update to a newer version.']",,"Server functionality is no longer supported in this version of the game;
Please update to a newer version.","Palvelintoimintoja ei enää tueta tässä pelin versiossa.
Päivitä uudempaan versioon."
1542,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Sorry, there are no uses remaining on this code.']",message printed when trying to use a code that has already reached its maximum use count,"Sorry, there are no uses remaining on this code.",Valitettavasti tälle koodille ei ole enää käyttöä.
1543,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Sorry, this code has already been used.']",Error printed when a submitted code has already been used.,"Sorry, this code has already been used.",Valitettavasti tämä koodi on jo käytetty.
1544,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Sorry, this code has expired.']",Error printed when a submitted code has expired.,"Sorry, this code has expired.",Valitettavasti tämä koodi on vanhentunut.
1545,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Sorry, this code only works for new accounts.']",Error when someone tries to use a new-user code on an account that is not new.,"Sorry, this code only works for new accounts.",Valitettavasti tämä koodi toimii vain uusille tileille.
1546,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Sorry, this has expired.']",,"Sorry, this has expired.","Anteeksi, tämä on vanhentunut."
1547,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Still searching for nearby servers; please try again soon.']",,Still searching for nearby servers; please try again soon.,Etsitään edelleen lähellä olevia palvelimia; yritä pian uudelleen.
1548,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Streak: ${NUM} days']","Shows the user how many days their sign-in reward streak is.
Context Image: http://files.froemling.net/translateGuideImages/dailyReward.png",Streak: ${NUM} days,Putki: ${NUM} päivää
1549,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Temporarily unavailable; please try again later.']",printed when some functionality is temporarily disabled for some reason,Temporarily unavailable; please try again later.,Tilapäisesti poissa käytöstä; yritä myöhemmin uudelleen.
1550,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'The tournament ended before you finished.']",message shown if a score is submitted after a tournament ends,The tournament ended before you finished.,Turnaus päättyi ennen kuin lopetit.
1551,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'There is nothing here.']",,There is nothing here.,Täällä ei ole mitään.
1552,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'This account cannot be unlinked for ${NUM} days.']",,This account cannot be unlinked for ${NUM} days.,Tämän tilin yhteyttä ei voi poistaa ${NUM} päivään.
1553,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'This code cannot be used on the account that created it.']",error printed by the server if a player tries to use a friend-code they generated themselves,This code cannot be used on the account that created it.,"Tätä koodia ei voi käyttää tilillä, jolla se on luotu."
1554,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'This is currently unavailable; please try again later.']",,This is currently unavailable; please try again later.,Tämä ei ole tällä hetkellä saatavilla; yritä myöhemmin uudelleen.
1555,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'This requires version ${VERSION} or newer.']",message shown if something is unavailable in the current version of the game,This requires version ${VERSION} or newer.,Tämä vaatii version ${VERSION} tai uudemman.
1556,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Tournaments disabled due to rooted device.']",,Tournaments disabled due to rooted device.,Turnaukset poistettu käytöstä rootatun laitteen takia.
1557,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Tournaments require ${VERSION} or newer']",error message shown when tournaments are disabled due to an out-of-date version of the game being used,Tournaments require ${VERSION} or newer,Turnaukset vaativat ${VERSION} tai uudemman
1558,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Under construction - check back soon.']",,Under construction - check back soon.,Rakenteilla – tarkista pian uudelleen.
1559,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Unlink ${ACCOUNT} from this account?\nAll data on ${ACCOUNT} will be reset.\n(except for achievements in some cases)']",,"Unlink ${ACCOUNT} from this account?
All data on ${ACCOUNT} will be reset.
(except for achievements in some cases)","Poistetaanko ${ACCOUNT} linkitys tästä tilistä?
Kaikki ${ACCOUNT}:n tiedot nollataan.
(joissakin tapauksissa saavutuksia lukuun ottamatta)"
1560,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Wait reduced!']","Message printed after the player does something (watches an ad, etc) to reduce the wait time to open a chest.
Context Image: http://files.froemling.net/translateGuideImages/reducewait.png",Wait reduced!,Odota vähennetty!
1561,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'WARNING: complaints of hacking have been issued against your account.\nAccounts found to be hacking will be banned.  Please play fair.']",,"WARNING: complaints of hacking have been issued against your account.
Accounts found to be hacking will be banned.  Please play fair.","VAROITUS: tiliäsi vastaan ​​on tehty hakkerointivalituksia.
Hakkeroiduiksi havaitut tilit estetään.  Ole hyvä ja pelaa reilusti."
1562,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Warning: This version of the game is limited to old account data; things may appear missing or out of date.\nPlease upgrade to a newer version of the game to see your latest account data.']",,"Warning: This version of the game is limited to old account data; things may appear missing or out of date.
Please upgrade to a newer version of the game to see your latest account data.","Varoitus: Tämä pelin versio on rajoitettu vanhaan tilitietoon; asiat voivat näyttää puuttuvan tai vanhentuneilta.
Päivitä pelin uudempaan versioon nähdäksesi uusimmat tilitietosi."
1563,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Would you like to link your device account to this one?\n\nYour device account is ${ACCOUNT1}\nThis account is ${ACCOUNT2}\n\nThis will allow you to keep your existing progress.\nWarning: this cannot be undone!\n']","Shown if a user has significant progress in a device account and then logs in to a ""real"" one (Google Play, etc) - this offers to link the accounts so they can keep their progress","Would you like to link your device account to this one?

Your device account is ${ACCOUNT1}
This account is ${ACCOUNT2}

This will allow you to keep your existing progress.
Warning: this cannot be undone!
","Haluatko linkittää laitteesi tilisi tähän?

Laitteesi tilisi on ${ACCOUNT1}
Tämä tili on ${ACCOUNT2}

Näin voit säilyttää nykyisen edistymisesi.
Varoitus: tätä ei voi kumota!"
1564,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You already own this!']",a message printed if you try to buy something you already own,You already own this!,Omistat jo tämän!
1565,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You can join in ${COUNT} seconds.']","In some cases the game may prevent players from joining immediately after they just left, etc. (to avoid exploits).  This is the message they see if they try.",You can join in ${COUNT} seconds.,Voit liittyä ${COUNT} sekunnin kuluttua.
1566,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""You don't have enough tickets for this!""]",a message printed if you try to buy something you don't have enough tickets to buy.,You don't have enough tickets for this!,Sinulla ei ole tarpeeksi lippuja tähän!
1567,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""You don't own that.""]",Error message from the server when someone tries to equip a character/icon/etc that they haven't purchased.,You don't own that.,Et omista sitä.
1568,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You got ${COUNT} tickets!']",,You got ${COUNT} tickets!,Sinulla on ${COUNT} lippua!
1569,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You got ${COUNT} tokens!']",,You got ${COUNT} tokens!,Sinulla on ${COUNT} merkkiä!
1570,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You got a ${ITEM}!']",shown when receiving a random non-ticket item such as a trophy. ${ITEM} will generally be replaced by an icon,You got a ${ITEM}!,Sinulla on ${ITEM}!
1571,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You got a chest!']",,You got a chest!,Sinulla on rintakehä!
1572,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You got an achievement reward!']","For for message notifications about things earned due to completing achievements.
Context Image: http://files.froemling.net/translateGuideImages/achreward.png",You got an achievement reward!,Sait saavutuspalkinnon!
1573,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You have been promoted to a new league; congratulations!']",,You have been promoted to a new league; congratulations!,Sinut on ylennetty uuteen liigaan; onnittelut!
1574,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You lost a chest! (All your chest slots were full)']",,You lost a chest! (All your chest slots were full),Menetit rinnan! (Kaikki rintakehäsi olivat täynnä)
1575,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You must sign in to do this.']",,You must sign in to do this.,Sinun on kirjauduttava sisään tehdäksesi tämän.
1576,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You must update the app to view this.']",,You must update the app to view this.,Sinun on päivitettävä sovellus nähdäksesi tämän.
1577,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You must update to a newer version of the app to do this.']",,You must update to a newer version of the app to do this.,Sinun on päivitettävä sovellus uudempaan versioon tehdäksesi tämän.
1578,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You must update to the newest version of the game to do this.']",,You must update to the newest version of the game to do this.,Sinun on päivitettävä pelin uusimpaan versioon tehdäksesi tämän.
1579,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You must wait a few seconds before entering a new code.']",the server will give you this response if you enter too many codes too fast (to prevent hack attempts),You must wait a few seconds before entering a new code.,Sinun on odotettava muutama sekunti ennen uuden koodin syöttämistä.
1580,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You placed #${RANK} in a tournament!']",,You placed #${RANK} in a tournament!,Sijoitit #${RANK} turnauksessa!
1581,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'You ranked #${RANK} in the last tournament. Thanks for playing!']",,You ranked #${RANK} in the last tournament. Thanks for playing!,Sijoituit #${RANK}:lle viime turnauksessa. Kiitos pelaamisesta!
1582,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Your account was rejected. Are you signed in?']",A message shown if a server rejects you due to your account. This can be caused by not being signed in or by having a banned account.,Your account was rejected. Are you signed in?,Tilisi hylättiin. Oletko kirjautunut sisään?
1583,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Your ad views are not registering. Ad options will be limited for a while.']","A warning message shown if the game claims to have watched rewarded ads but the ad server has no record of it. This generally means someone is attempting to hack the game to fake ad views, and will result in the game removing rewarded ad options for a while.",Your ad views are not registering. Ad options will be limited for a while.,Mainosten katselukerrat eivät rekisteröidy. Mainosvaihtoehdot ovat rajoitettuja jonkin aikaa.
